[MSI]	
Submission Title	Rice Imputation Project	
Submission Identifier	
Submission Description	A test file that will auto-destroy in a week
Submission Version	1.2	
Submission Reference Layer	false	
Submission Release Date	2018/05/17	
Submission Update Date	2018/05/17	
Organization Name	Rice Diversity Lab	
Organization Address	160 Emerson Hall, Ithaca, NY 14850, USA	
Organization URI	
Organization Email	
Organization Role	
Term Source Name	NCBI Taxonomy	
Term Source URI	http://www.ncbi.nlm.nih.gov/taxonomy	
Term Source Version	

[SCD]	
Sample Name	Sample Description	Organism	Term Source REF	Term Source ID	Sex	Characteristic[serovar]	Characteristic[mating_type]	Characteristic[sub_strain]	Characteristic[strain]	Characteristic[Scientific Name]	Characteristic[cultivar]	Characteristic[variety]	Characteristic[serotype]	Characteristic[cell_line]	Characteristic[tissue_type]	Characteristic[tissue_lib]	Characteristic[cell_type]	Characteristic[germline]	Characteristic[sub_species]	Characteristic[geographic location (region and locality)]	Characteristic[isolate]	Characteristic[Common Name]	Characteristic[dev_stage]	Characteristic[ecotype]	
IRIS_313-8433	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHANG LE SAN SHU ZAO::IRGC 63561-1	CHANG LE SAN SHU ZAO::IRGC 63561-1	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-8434	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TEBONNET::IRGC 66760-1	TEBONNET::IRGC 66760-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8435	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	UPRH 233::IRGC 61667-1	UPRH 233::IRGC 61667-1	NA	NA	leaf	NA	leaf	NA	ind1	India	NA	rice	seedling	NA	
IRIS_313-8436	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PIKTO MAMAS::IRGC 18487-1	PIKTO MAMAS::IRGC 18487-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-8437	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IRRIBINI::IRGC 49094-1	IRRIBINI::IRGC 49094-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8439	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KENDINGA 5 (H)::IRGC 60310-1	KENDINGA 5 (H)::IRGC 60310-1	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-8444	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	M 203::IRGC 76309-1	M 203::IRGC 76309-1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
IRIS_313-8450	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	498-2A BR 8::IRGC 5891-1	498-2A BR 8::IRGC 5891-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8453	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 18597::IRGC 43299-1	ARC 18597::IRGC 43299-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8454	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LAI YIP ZIM::IRGC 4955-1	LAI YIP ZIM::IRGC 4955-1	NA	NA	leaf	NA	leaf	NA	ind1	Taiwan	NA	rice	seedling	NA	
IRIS_313-8457	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SARA::IRGC 66631-2	SARA::IRGC 66631-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8458	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 18175::IRGC 42316-1	ARC 18175::IRGC 42316-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-8466	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHAW GAM PRUED::IRGC 71103-2	CHAW GAM PRUED::IRGC 71103-2	NA	NA	leaf	NA	leaf	NA	ind2	Thailand	NA	rice	seedling	NA	
IRIS_313-8468	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LEONG ORN 4135::IRGC 14087-1	LEONG ORN 4135::IRGC 14087-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8474	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAH WEAN::IRGC 78276-1	PAH WEAN::IRGC 78276-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-8481	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAN YAN NUO::IRGC 4860-1	DAN YAN NUO::IRGC 4860-1	NA	NA	leaf	NA	leaf	NA	tej	China	NA	rice	seedling	NA	
IRIS_313-8485	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NAM SA GUI 19::IRGC 11462-1	NAM SA GUI 19::IRGC 11462-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-8486	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAGPA MRAS::IRGC 62166-1	DAGPA MRAS::IRGC 62166-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Bhutan	NA	rice	seedling	NA	
IRIS_313-8492	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KUNENG::IRGC 71545-1	KUNENG::IRGC 71545-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8493	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MELABOH::IRGC 66597-1	MELABOH::IRGC 66597-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8498	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 7091::IRGC 20491-1	ARC 7091::IRGC 20491-1	NA	NA	leaf	NA	leaf	NA	aro	India	NA	rice	seedling	NA	
IRIS_313-8502	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	M 102::IRGC 76307-1	M 102::IRGC 76307-1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
IRIS_313-8509	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PUILLIPINA KATARI::IRGC 77293-1	PUILLIPINA KATARI::IRGC 77293-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8514	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAA MANSA::IRGC 67559-1	DAA MANSA::IRGC 67559-1	NA	NA	leaf	NA	leaf	NA	ind2	Ghana	NA	rice	seedling	NA	
IRIS_313-8519	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MANDASHERPO::IRGC 64913-1	MANDASHERPO::IRGC 64913-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Bhutan	NA	rice	seedling	NA	
IRIS_313-8523	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	OS 4::IRGC 11335-1	OS 4::IRGC 11335-1	NA	NA	leaf	NA	leaf	NA	trj	Nigeria	NA	rice	seedling	NA	
IRIS_313-8530	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DHANE BURWA::IRGC 10105-1	DHANE BURWA::IRGC 10105-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8536	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NG KARAN DE::IRGC 43489-1	NG KARAN DE::IRGC 43489-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8554	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 11959::IRGC 21780-1	ARC 11959::IRGC 21780-1	NA	NA	leaf	NA	leaf	NA	aus	India	NA	rice	seedling	NA	
IRIS_313-8557	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SERENDAH SUNGAI DUA 25::IRGC 13892-1	SERENDAH SUNGAI DUA 25::IRGC 13892-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8559	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KEERIPALA CHILL PADDY::IRGC 49790-1	KEERIPALA CHILL PADDY::IRGC 49790-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8565	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	YAHNG LEU::IRGC 78279-1	YAHNG LEU::IRGC 78279-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
IRIS_313-8567	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SINERBESA::IRGC 38711-2	SINERBESA::IRGC 38711-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Philippines	NA	rice	seedling	NA	
IRIS_313-8568	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LARHA MUGAD::IRGC 52339-1	LARHA MUGAD::IRGC 52339-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8571	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ES 21::IRGC 56171-1	ES 21::IRGC 56171-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Tanzania	NA	rice	seedling	NA	
IRIS_313-8572	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ONOY::IRGC 55418-1	ONOY::IRGC 55418-1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-8578	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAU TRA BONG::IRGC 78342-1	KHAU TRA BONG::IRGC 78342-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Viet Nam	NA	rice	seedling	NA	
IRIS_313-8580	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAM::IRGC 23710-1	DAM::IRGC 23710-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
IRIS_313-8585	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 11901::IRGC 21727-1	ARC 11901::IRGC 21727-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8586	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PLI KHAO::IRGC 64596-1	PLI KHAO::IRGC 64596-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-8591	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SIAM ER 32::IRGC 13917-1	SIAM ER 32::IRGC 13917-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8594	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MINATANDA::IRGC 74613-2	MINATANDA::IRGC 74613-2	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-8595	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MAKALIOKA STANDARD::IRGC 12768-1	MAKALIOKA STANDARD::IRGC 12768-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Madagascar	NA	rice	seedling	NA	
IRIS_313-8599	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BUE GA WA::IRGC 60824-1	BUE GA WA::IRGC 60824-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
IRIS_313-8603	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 12884::IRGC 22417-1	ARC 12884::IRGC 22417-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8606	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AC 13 (T 141)::IRGC 5456-1	AC 13 (T 141)::IRGC 5456-1	NA	NA	leaf	NA	leaf	NA	ind2	India	NA	rice	seedling	NA	
IRIS_313-8608	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SI HAO NDURIA::IRGC 66649-1	SI HAO NDURIA::IRGC 66649-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8614	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RAJHUSAI (ACR 12)::IRGC 53630-1	RAJHUSAI (ACR 12)::IRGC 53630-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8616	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IR 5494 (BPH 1)::IRGC 24484-1	IR 5494 (BPH 1)::IRGC 24484-1	NA	NA	leaf	NA	leaf	NA	ind2	Philippines	NA	rice	seedling	NA	
IRIS_313-8621	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 11663::IRGC 42695-1	ARC 11663::IRGC 42695-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-8622	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	XITTO::IRGC 6671-1	XITTO::IRGC 6671-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8626	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BANJANG::IRGC 44069-1	BANJANG::IRGC 44069-1	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-8627	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PRELUDE::IRGC 1790-1	PRELUDE::IRGC 1790-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8631	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DUDRE::IRGC 52523-1	DUDRE::IRGC 52523-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8632	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PATMADHAI 1::IRGC 77292-2	PATMADHAI 1::IRGC 77292-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8637	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BALINGMI::IRGC 62156-1	BALINGMI::IRGC 62156-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Bhutan	NA	rice	seedling	NA	
IRIS_313-8638	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	Na souan::IRGC 11889-1	Na souan::IRGC 11889-1	NA	NA	leaf	NA	leaf	NA	ind3	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-8641	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 439::IRGC 29221-1	AUS 439::IRGC 29221-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8643	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAJA::IRGC 17440-1	DAJA::IRGC 17440-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8645	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAI YI PING::IRGC 1368-1	PAI YI PING::IRGC 1368-1	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-8647	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PERUNEL::IRGC 63113-1	PERUNEL::IRGC 63113-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8655	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TAK::IRGC 73124-1	TAK::IRGC 73124-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-8656	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BASMATI 1::IRGC 27798-1	BASMATI 1::IRGC 27798-1	NA	NA	leaf	NA	leaf	NA	aro	Pakistan	NA	rice	seedling	NA	
IRIS_313-8657	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CO 19::IRGC 5905-1	CO 19::IRGC 5905-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-8658	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CP 231::IRGC 34018-1	CP 231::IRGC 34018-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	United States of America	NA	rice	seedling	NA	
IRIS_313-8659	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	YA THAY SAN::IRGC 58245-2	YA THAY SAN::IRGC 58245-2	NA	NA	leaf	NA	leaf	NA	ind3	Myanmar	NA	rice	seedling	NA	
IRIS_313-8660	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KOTTEYARAN::IRGC 47383-1	KOTTEYARAN::IRGC 47383-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
IRIS_313-8664	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SITORU::IRGC 66669-2	SITORU::IRGC 66669-2	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-8665	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	M 7::IRGC 34281-1	M 7::IRGC 34281-1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
IRIS_313-8669	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CALROSE 76::IRGC 34275-1	CALROSE 76::IRGC 34275-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8674	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HAWM KRUA::IRGC 64333-1	HAWM KRUA::IRGC 64333-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-8679	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JAO LEUANG::IRGC 65866-1	JAO LEUANG::IRGC 65866-1	NA	NA	leaf	NA	leaf	NA	ind2	Thailand	NA	rice	seedling	NA	
IRIS_313-8681	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KOLITONDO::IRGC 66497-2	KOLITONDO::IRGC 66497-2	NA	NA	leaf	NA	leaf	NA	ind2	Guinea	NA	rice	seedling	NA	
IRIS_313-8683	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JOTA BITCHI 1::IRGC 77253-1	JOTA BITCHI 1::IRGC 77253-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8687	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KEREN FENHO::IRGC 56735-1	KEREN FENHO::IRGC 56735-1	NA	NA	leaf	NA	leaf	NA	trj	Guinea-Bissau	NA	rice	seedling	NA	
IRIS_313-8690	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEP HOA VANG::IRGC 40748-2	NEP HOA VANG::IRGC 40748-2	NA	NA	leaf	NA	leaf	NA	tej	Viet Nam	NA	rice	seedling	NA	
IRIS_313-8694	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TRES MESES::IRGC 6464-1	TRES MESES::IRGC 6464-1	NA	NA	leaf	NA	leaf	NA	trj	Brazil	NA	rice	seedling	NA	
IRIS_313-8697	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	YEBAWYIN::IRGC 33885-1	YEBAWYIN::IRGC 33885-1	NA	NA	leaf	NA	leaf	NA	ind3	Myanmar	NA	rice	seedling	NA	
IRIS_313-8699	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BALASURIYA A::IRGC 66509-1	BALASURIYA A::IRGC 66509-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
IRIS_313-8702	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO PRAHJIN::IRGC 64420-2	KHAO PRAHJIN::IRGC 64420-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-8703	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DA 7::IRGC 5809-2	DA 7::IRGC 5809-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8704	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ROPA::IRGC 74774-2	ROPA::IRGC 74774-2	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8712	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 13829::IRGC 42469-1	ARC 13829::IRGC 42469-1	NA	NA	leaf	NA	leaf	NA	aro	India	NA	rice	seedling	NA	
IRIS_313-8713	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NELI::IRGC 66603-1	NELI::IRGC 66603-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8717	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAZAIL::IRGC 27526-1	BAZAIL::IRGC 27526-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8721	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HOLOI BASH (SOLOI BASH)::IRGC 64778-1	HOLOI BASH (SOLOI BASH)::IRGC 64778-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8722	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HAWM TOONG::IRGC 48007-2	HAWM TOONG::IRGC 48007-2	NA	NA	leaf	NA	leaf	NA	ind3	Thailand	NA	rice	seedling	NA	
IRIS_313-8723	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KUTAI PAYA::IRGC 19528-1	KUTAI PAYA::IRGC 19528-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8725	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULUT BARAYA::IRGC 27393-1	PULUT BARAYA::IRGC 27393-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
