[MSI]	
Submission Title	Rice Imputation Project	
Submission Identifier	
Submission Description	A test file that will auto-destroy in a week
Submission Version	1.2	
Submission Reference Layer	false	
Submission Release Date	2018/05/17	
Submission Update Date	2018/05/17	
Organization Name	Rice Diversity Lab	
Organization Address	160 Emerson Hall, Ithaca, NY 14850, USA	
Organization URI	
Organization Email	
Organization Role	
Term Source Name	NCBI Taxonomy	
Term Source URI	http://www.ncbi.nlm.nih.gov/taxonomy	
Term Source Version	

[SCD]	
Sample Name	Sample Description	Organism	Term Source REF	Term Source ID	Sex	Characteristic[serovar]	Characteristic[mating_type]	Characteristic[sub_strain]	Characteristic[strain]	Characteristic[Scientific Name]	Characteristic[cultivar]	Characteristic[variety]	Characteristic[serotype]	Characteristic[cell_line]	Characteristic[tissue_type]	Characteristic[tissue_lib]	Characteristic[cell_type]	Characteristic[germline]	Characteristic[sub_species]	Characteristic[geographic location (region and locality)]	Characteristic[isolate]	Characteristic[Common Name]	Characteristic[dev_stage]	Characteristic[ecotype]	
IRIS_313-10987	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SUNGA WALA::IRGC 26802-2	SUNGA WALA::IRGC 26802-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10988	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CO 36::IRGC 26847-2	CO 36::IRGC 26847-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-10989	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	GUTTI AKKULLU::IRGC 26850-2	GUTTI AKKULLU::IRGC 26850-2	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-10990	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BALIBUD::IRGC 26871-1	BALIBUD::IRGC 26871-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Philippines	NA	rice	seedling	NA	
IRIS_313-10991	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	GINATOS::IRGC 26876-1	GINATOS::IRGC 26876-1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10992	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PILIT TAPUL::IRGC 26887-1	PILIT TAPUL::IRGC 26887-1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10993	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LANNAB::IRGC 26936-2	LANNAB::IRGC 26936-2	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10994	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PANGETAN::IRGC 26942-3	PANGETAN::IRGC 26942-3	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10995	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ASE BAKKA LOMPO::IRGC 26988-2	ASE BAKKA LOMPO::IRGC 26988-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Indonesia	NA	rice	seedling	NA	
IRIS_313-10996	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAKASI::IRGC 27074-1	BAKASI::IRGC 27074-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10997	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CEMPO MANGGAR::IRGC 27107-1	CEMPO MANGGAR::IRGC 27107-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10998	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KETAN RASO::IRGC 27154-3	KETAN RASO::IRGC 27154-3	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10999	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LANDEO::IRGC 27164-1	LANDEO::IRGC 27164-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11000	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MAIRUL::IRGC 27170-1	MAIRUL::IRGC 27170-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-11001	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAEDAI SOBUDI::IRGC 27222-1	PAEDAI SOBUDI::IRGC 27222-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11003	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAE MEETO::IRGC 27254-1	PAE MEETO::IRGC 27254-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11004	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAE SANGGULA::IRGC 27297-1	PAE SANGGULA::IRGC 27297-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11005	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULU LOTONG::IRGC 27380-2	PULU LOTONG::IRGC 27380-2	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11006	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULU RENNI::IRGC 27386-1	PULU RENNI::IRGC 27386-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-11007	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULUT BONGO::IRGC 27397-2	PULUT BONGO::IRGC 27397-2	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11008	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULUT CENRANA::IRGC 27400-2	PULUT CENRANA::IRGC 27400-2	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11009	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULUT HALAPA::IRGC 27403-1	PULUT HALAPA::IRGC 27403-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-11010	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULUT PUTIH::IRGC 27426-1	PULUT PUTIH::IRGC 27426-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-11011	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SUNAR::IRGC 27470-1	SUNAR::IRGC 27470-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Indonesia	NA	rice	seedling	NA	
IRIS_313-11012	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TELURIKAN::IRGC 27478-1	TELURIKAN::IRGC 27478-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Indonesia	NA	rice	seedling	NA	
IRIS_313-11013	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BOTESWAR 2::IRGC 27536-1	BOTESWAR 2::IRGC 27536-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11014	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHAKILA::IRGC 27540-1	CHAKILA::IRGC 27540-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11015	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HANPA::IRGC 27547-2	HANPA::IRGC 27547-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11016	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KACHILON::IRGC 27555-1	KACHILON::IRGC 27555-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11017	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LOROI::IRGC 27567-1	LOROI::IRGC 27567-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11018	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MADISA::IRGC 27568-1	MADISA::IRGC 27568-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11019	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PORANG::IRGC 27577-1	PORANG::IRGC 27577-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11020	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAMLA SUFFAID 320::IRGC 27776-1	BAMLA SUFFAID 320::IRGC 27776-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11021	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BARA PASHAWARI 390::IRGC 27779-1	BARA PASHAWARI 390::IRGC 27779-1	NA	NA	leaf	NA	leaf	NA	aro	Pakistan	NA	rice	seedling	NA	
IRIS_313-11022	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BASMATI SUFAID 100::IRGC 27791-3	BASMATI SUFAID 100::IRGC 27791-3	NA	NA	leaf	NA	leaf	NA	aro	Pakistan	NA	rice	seedling	NA	
IRIS_313-11023	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BASMATI SURKH 161::IRGC 27797-1	BASMATI SURKH 161::IRGC 27797-1	NA	NA	leaf	NA	leaf	NA	aro	Pakistan	NA	rice	seedling	NA	
IRIS_313-11024	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BEGMI 135::IRGC 27845-1	BEGMI 135::IRGC 27845-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11025	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DHAN 263::IRGC 27926-2	DHAN 263::IRGC 27926-2	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11026	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HANSRAJ::IRGC 27936-2	HANSRAJ::IRGC 27936-2	NA	NA	leaf	NA	leaf	NA	aro	Pakistan	NA	rice	seedling	NA	
IRIS_313-11027	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JHONA 101::IRGC 27976-1	JHONA 101::IRGC 27976-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11028	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MOTIA::IRGC 28036-1	MOTIA::IRGC 28036-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11029	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MUSHKAN 340 A::IRGC 28073-1	MUSHKAN 340 A::IRGC 28073-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11030	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MUTANT 12-42::IRGC 28076-2	MUTANT 12-42::IRGC 28076-2	NA	NA	leaf	NA	leaf	NA	aro	Pakistan	NA	rice	seedling	NA	
IRIS_313-11031	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NAWAN SATHRA BAGAR 344::IRGC 28079-1	NAWAN SATHRA BAGAR 344::IRGC 28079-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Pakistan	NA	rice	seedling	NA	
IRIS_313-11032	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PALAM PURI BAS 137::IRGC 28084-1	PALAM PURI BAS 137::IRGC 28084-1	NA	NA	leaf	NA	leaf	NA	admixed	Pakistan	NA	rice	seedling	NA	
IRIS_313-11033	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RATRIO::IRGC 28181-1	RATRIO::IRGC 28181-1	NA	NA	leaf	NA	leaf	NA	admixed	Pakistan	NA	rice	seedling	NA	
IRIS_313-11034	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SANTHI 206::IRGC 28215-1	SANTHI 206::IRGC 28215-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11035	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ZIRA SHAHI::IRGC 28327-1	ZIRA SHAHI::IRGC 28327-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Pakistan	NA	rice	seedling	NA	
IRIS_313-11036	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	34::IRGC 28371-2	34::IRGC 28371-2	NA	NA	leaf	NA	leaf	NA	admixed	Pakistan	NA	rice	seedling	NA	
IRIS_313-11037	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	421::IRGC 28458-1	421::IRGC 28458-1	NA	NA	leaf	NA	leaf	NA	aus	Pakistan	NA	rice	seedling	NA	
IRIS_313-11038	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AI NAN TSAO 39::IRGC 28461-2	AI NAN TSAO 39::IRGC 28461-2	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-11039	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KWANG LU AI 4::IRGC 28480-2	KWANG LU AI 4::IRGC 28480-2	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-11040	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KAVIVARI SAMBA::IRGC 28597-2	KAVIVARI SAMBA::IRGC 28597-2	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-11041	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	POONGAR::IRGC 28611-1	POONGAR::IRGC 28611-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-11042	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	VELLAIKOTTAI::IRGC 28618-1	VELLAIKOTTAI::IRGC 28618-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-11043	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BENGKA KERSEK::IRGC 28666-1	BENGKA KERSEK::IRGC 28666-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-11044	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BUKU::IRGC 28683-2	BUKU::IRGC 28683-2	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-11045	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ENGKABANG::IRGC 28694-2	ENGKABANG::IRGC 28694-2	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-11046	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LALANGIT::IRGC 28715-1	LALANGIT::IRGC 28715-1	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-11047	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 84::IRGC 28947-2	AUS 84::IRGC 28947-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11048	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 171::IRGC 29004-1	AUS 171::IRGC 29004-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11049	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 219::IRGC 29031-1	AUS 219::IRGC 29031-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11050	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 233::IRGC 29036-1	AUS 233::IRGC 29036-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11051	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 242::IRGC 29040-1	AUS 242::IRGC 29040-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11052	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 278::IRGC 29068-1	AUS 278::IRGC 29068-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11053	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 282::IRGC 29072-1	AUS 282::IRGC 29072-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11054	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 295::IRGC 29083-1	AUS 295::IRGC 29083-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11055	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 299::IRGC 29087-1	AUS 299::IRGC 29087-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11056	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 301::IRGC 29089-1	AUS 301::IRGC 29089-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11057	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 308::IRGC 29096-1	AUS 308::IRGC 29096-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11058	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 329::IRGC 29116-1	AUS 329::IRGC 29116-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11059	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 344::IRGC 29131-1	AUS 344::IRGC 29131-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11060	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 359::IRGC 29146-2	AUS 359::IRGC 29146-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11061	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS 449::IRGC 29230-1	AUS 449::IRGC 29230-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11062	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BEGUNBICHI 33::IRGC 29260-1	BEGUNBICHI 33::IRGC 29260-1	NA	NA	leaf	NA	leaf	NA	admixed	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11063	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BORO 70-2::IRGC 29283-3	BORO 70-2::IRGC 29283-3	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11064	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BORO 275::IRGC 29294-2	BORO 275::IRGC 29294-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11065	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BORO 394::IRGC 29297-2	BORO 394::IRGC 29297-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11066	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	GASMAL 339::IRGC 29333-1	GASMAL 339::IRGC 29333-1	NA	NA	leaf	NA	leaf	NA	admixed	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11067	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KALIBORO 600::IRGC 29367-1	KALIBORO 600::IRGC 29367-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11068	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PANKAIT 31::IRGC 29377-1	PANKAIT 31::IRGC 29377-1	NA	NA	leaf	NA	leaf	NA	aro	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11069	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TUPA 15-3::IRGC 29416-2	TUPA 15-3::IRGC 29416-2	NA	NA	leaf	NA	leaf	NA	admixed	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11070	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TUPA::IRGC 29432-1	TUPA::IRGC 29432-1	NA	NA	leaf	NA	leaf	NA	admixed	Bangladesh	NA	rice	seedling	NA	
IRIS_313-11071	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHAO HAI::IRGC 29450-2	CHAO HAI::IRGC 29450-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-11072	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHAO LEP NOK::IRGC 29451-2	CHAO LEP NOK::IRGC 29451-2	NA	NA	leaf	NA	leaf	NA	ind2	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-11073	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO DAM::IRGC 29481-3	KHAO DAM::IRGC 29481-3	NA	NA	leaf	NA	leaf	NA	admixed-jap	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-11074	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO MAK KHAM::IRGC 29533-3	KHAO MAK KHAM::IRGC 29533-3	NA	NA	leaf	NA	leaf	NA	admixed-ind	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-11075	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO NAM YEN::IRGC 29546-2	KHAO NAM YEN::IRGC 29546-2	NA	NA	leaf	NA	leaf	NA	admixed-jap	Lao People's Democratic Republic	NA	rice	seedling	NA	
